Date,Close
5/4/2016 16:00:00,100.59
5/5/2016 16:00:00,101.42
5/6/2016 16:00:00,101.86
5/9/2016 16:00:00,100.35
5/10/2016 16:00:00,101.27
5/11/2016 16:00:00,101.14
5/12/2016 16:00:00,102.12
5/13/2016 16:00:00,100.74
5/16/2016 16:00:00,102.29
5/17/2016 16:00:00,100.75
5/18/2016 16:00:00,100.06
5/19/2016 16:00:00,99.85
5/20/2016 16:00:00,99.79
5/23/2016 16:00:00,99.38
5/24/2016 16:00:00,100.19
5/25/2016 16:00:00,101.77
5/26/2016 16:00:00,101.5
5/27/2016 16:00:00,102.02
5/31/2016 16:00:00,101
6/1/2016 16:00:00,101.13
6/2/2016 16:00:00,100.53
6/3/2016 16:00:00,100.66
6/6/2016 16:00:00,101.17
6/7/2016 16:00:00,103.32
6/8/2016 16:00:00,103.09
6/9/2016 16:00:00,102.81
6/10/2016 16:00:00,101.98
6/13/2016 16:00:00,102.1
6/14/2016 16:00:00,101.28
6/15/2016 16:00:00,100.63
6/16/2016 16:00:00,101.07
6/17/2016 16:00:00,101.57
6/20/2016 16:00:00,102.61
6/21/2016 16:00:00,103.24
6/22/2016 16:00:00,102.29
6/23/2016 16:00:00,104.44
6/24/2016 16:00:00,101.9
6/27/2016 16:00:00,100.36
6/28/2016 16:00:00,101.63
6/29/2016 16:00:00,103.42
6/30/2016 16:00:00,104.83
7/1/2016 16:00:00,104.15
7/5/2016 16:00:00,103.57
7/6/2016 16:00:00,104.58
7/7/2016 16:00:00,103.05
7/8/2016 16:00:00,104.77
7/11/2016 16:00:00,105.39
7/12/2016 16:00:00,106.78
7/13/2016 16:00:00,106.65
7/14/2016 16:00:00,106.7
7/15/2016 16:00:00,107.03
7/18/2016 16:00:00,106.09
7/19/2016 16:00:00,106.04
7/20/2016 16:00:00,105.59
7/21/2016 16:00:00,105.39
7/22/2016 16:00:00,105.66
7/25/2016 16:00:00,103.07
7/26/2016 16:00:00,102.68
7/27/2016 16:00:00,102.26
7/28/2016 16:00:00,101.79
7/29/2016 16:00:00,102.48
8/1/2016 16:00:00,99.11
8/2/2016 16:00:00,99.59
8/3/2016 16:00:00,100.61
8/4/2016 16:00:00,100.39
8/5/2016 16:00:00,100.51
8/8/2016 16:00:00,101.2
8/9/2016 16:00:00,101.32
8/10/2016 16:00:00,100.14
8/11/2016 16:00:00,101.4
8/12/2016 16:00:00,102.16
8/15/2016 16:00:00,102.77
8/16/2016 16:00:00,102.62
8/17/2016 16:00:00,102.22
8/18/2016 16:00:00,103.55
8/19/2016 16:00:00,102.32
8/22/2016 16:00:00,101.94
8/23/2016 16:00:00,101.68
8/24/2016 16:00:00,102.2
8/25/2016 16:00:00,101.89
8/26/2016 16:00:00,101.32
8/29/2016 16:00:00,102.05
8/30/2016 16:00:00,101.7
8/31/2016 16:00:00,100.58
9/1/2016 16:00:00,100.21
9/2/2016 16:00:00,100.93
9/6/2016 16:00:00,102.43
9/7/2016 16:00:00,102.88
9/8/2016 16:00:00,104.12
9/9/2016 16:00:00,101.27
9/12/2016 16:00:00,102.25
9/13/2016 16:00:00,99.43
9/14/2016 16:00:00,98.42
9/15/2016 16:00:00,99.5
9/16/2016 16:00:00,97.84
9/19/2016 16:00:00,98.04
9/20/2016 16:00:00,97.7
9/21/2016 16:00:00,99.63
9/22/2016 16:00:00,99.98
9/23/2016 16:00:00,99.22
9/26/2016 16:00:00,98.78
9/27/2016 16:00:00,98.98
9/28/2016 16:00:00,102.15
9/29/2016 16:00:00,101.27
9/30/2016 16:00:00,102.92
10/3/2016 16:00:00,102.45
10/4/2016 16:00:00,101.27
10/5/2016 16:00:00,102.23
10/6/2016 16:00:00,102.18
10/7/2016 16:00:00,102.27
10/10/2016 16:00:00,103.98
10/11/2016 16:00:00,103.04
10/12/2016 16:00:00,102.15
10/13/2016 16:00:00,100.79
10/14/2016 16:00:00,101.08
10/17/2016 16:00:00,101.36
10/18/2016 16:00:00,101.79
10/19/2016 16:00:00,102.27
10/20/2016 16:00:00,101.87
10/21/2016 16:00:00,101.3
10/24/2016 16:00:00,100.66
10/25/2016 16:00:00,100.77
10/26/2016 16:00:00,101.19
10/27/2016 16:00:00,99.92
10/28/2016 16:00:00,103.82
10/31/2016 16:00:00,104.75
11/1/2016 16:00:00,106.48
11/2/2016 16:00:00,105.39
11/3/2016 16:00:00,105.39
11/4/2016 16:00:00,104.78
11/7/2016 16:00:00,106.85
11/8/2016 16:00:00,107.29
11/9/2016 16:00:00,107.64
11/10/2016 16:00:00,107.79
11/11/2016 16:00:00,106.64
11/14/2016 16:00:00,106.59
11/15/2016 16:00:00,108.96
11/16/2016 16:00:00,108.35
11/17/2016 16:00:00,108.12
11/18/2016 16:00:00,109.2
11/21/2016 16:00:00,110.18
11/22/2016 16:00:00,110.62
11/23/2016 16:00:00,111
11/25/2016 16:00:00,111
11/28/2016 16:00:00,110.5
11/29/2016 16:00:00,109.34
11/30/2016 16:00:00,111.56
12/1/2016 16:00:00,113.29
12/2/2016 16:00:00,113
12/5/2016 16:00:00,113.25
12/6/2016 16:00:00,112.76
12/7/2016 16:00:00,114.44
12/8/2016 16:00:00,115.17
12/9/2016 16:00:00,115.81
12/12/2016 16:00:00,117.15
12/13/2016 16:00:00,117.42
12/14/2016 16:00:00,115.96
12/15/2016 16:00:00,117.05
12/16/2016 16:00:00,118.08
12/19/2016 16:00:00,117.65
12/20/2016 16:00:00,117.95
12/21/2016 16:00:00,117.91
12/22/2016 16:00:00,118.77
12/23/2016 16:00:00,118.42
12/27/2016 16:00:00,118.22
12/28/2016 16:00:00,117.91
12/29/2016 16:00:00,117.82
12/30/2016 16:00:00,117.7
1/3/2017 16:00:00,117.85
1/4/2017 16:00:00,117.82
1/5/2017 16:00:00,117.31
1/6/2017 16:00:00,116.84
1/9/2017 16:00:00,115.84
1/10/2017 16:00:00,114.96
1/11/2017 16:00:00,115.93
1/12/2017 16:00:00,116.16
1/13/2017 16:00:00,116.38
1/17/2017 16:00:00,116.28
1/18/2017 16:00:00,115.94
1/19/2017 16:00:00,115.58
1/20/2017 16:00:00,115.6
1/23/2017 16:00:00,115.39
1/24/2017 16:00:00,116.37
1/25/2017 16:00:00,117.24
1/26/2017 16:00:00,116.55
1/27/2017 16:00:00,113.79
1/30/2017 16:00:00,111.82
1/31/2017 16:00:00,111.35
2/1/2017 16:00:00,111
2/2/2017 16:00:00,112.21
2/3/2017 16:00:00,113.57
2/6/2017 16:00:00,112.98
2/7/2017 16:00:00,111.39
2/8/2017 16:00:00,111.58
2/9/2017 16:00:00,112.26
2/10/2017 16:00:00,113.05
2/13/2017 16:00:00,113.91
2/14/2017 16:00:00,112.52
2/15/2017 16:00:00,112.57
2/16/2017 16:00:00,110.68
2/17/2017 16:00:00,110.33
2/21/2017 16:00:00,111.72
2/22/2017 16:00:00,110.38
2/23/2017 16:00:00,111.02
2/24/2017 16:00:00,110.12
2/27/2017 16:00:00,111.75
2/28/2017 16:00:00,112.5
3/1/2017 16:00:00,113.88
3/2/2017 16:00:00,113.36
3/3/2017 16:00:00,113.55
3/6/2017 16:00:00,113.17
3/7/2017 16:00:00,111.81
3/8/2017 16:00:00,109.61
3/9/2017 16:00:00,110.04
3/10/2017 16:00:00,110.61
3/13/2017 16:00:00,109.35
3/14/2017 16:00:00,107.36
3/15/2017 16:00:00,108.88
3/16/2017 16:00:00,107.86
3/17/2017 16:00:00,107.68
3/20/2017 16:00:00,107.66
3/21/2017 16:00:00,108.04
3/22/2017 16:00:00,108.39
3/23/2017 16:00:00,107.87
3/24/2017 16:00:00,107.99
3/27/2017 16:00:00,106.28
3/28/2017 16:00:00,107.17
3/29/2017 16:00:00,108.07
3/30/2017 16:00:00,107.78
3/31/2017 16:00:00,107.37
4/3/2017 16:00:00,107.8
4/4/2017 16:00:00,108.66
4/5/2017 16:00:00,108.64
4/6/2017 16:00:00,109.29
4/7/2017 16:00:00,108.86
4/10/2017 16:00:00,109.43
4/11/2017 16:00:00,108.97
4/12/2017 16:00:00,108.97
4/13/2017 16:00:00,106.1
4/17/2017 16:00:00,106.17
4/18/2017 16:00:00,105.68
4/19/2017 16:00:00,104.23
4/20/2017 16:00:00,104.88
4/21/2017 16:00:00,104.89
4/24/2017 16:00:00,105.93
4/25/2017 16:00:00,106.73
4/26/2017 16:00:00,106.08
4/27/2017 16:00:00,105.47
4/28/2017 16:00:00,106.7
5/1/2017 16:00:00,105.92
5/2/2017 16:00:00,105.36
5/3/2017 16:00:00,106.72
5/4/2017 16:00:00,104.81
5/5/2017 16:00:00,105.79
5/8/2017 16:00:00,106.68
5/9/2017 16:00:00,105.08
5/10/2017 16:00:00,106.5
5/11/2017 16:00:00,106.21
5/12/2017 16:00:00,105.96
5/15/2017 16:00:00,106.85
5/16/2017 16:00:00,107.25
5/17/2017 16:00:00,104.7
5/18/2017 16:00:00,105.17
5/19/2017 16:00:00,106.52
5/22/2017 16:00:00,106.12
5/23/2017 16:00:00,106.27
5/24/2017 16:00:00,106.22
5/25/2017 16:00:00,105.11
5/26/2017 16:00:00,104.72
5/30/2017 16:00:00,104.06
5/31/2017 16:00:00,103.48
6/1/2017 16:00:00,104.27
6/2/2017 16:00:00,103.11
6/5/2017 16:00:00,103.19
6/6/2017 16:00:00,104.17
6/7/2017 16:00:00,103.77
6/8/2017 16:00:00,104
6/9/2017 16:00:00,106.4
6/12/2017 16:00:00,108.04
6/13/2017 16:00:00,108.13
6/14/2017 16:00:00,106.6
6/15/2017 16:00:00,106.33
6/16/2017 16:00:00,108.35
6/19/2017 16:00:00,107.46
6/20/2017 16:00:00,106.48
6/21/2017 16:00:00,104.49
6/22/2017 16:00:00,104.45
6/23/2017 16:00:00,105
6/26/2017 16:00:00,104.14
6/27/2017 16:00:00,104.07
6/28/2017 16:00:00,104.28
6/29/2017 16:00:00,104.12
6/30/2017 16:00:00,104.33
7/3/2017 16:00:00,106.3
7/5/2017 16:00:00,104.62
7/6/2017 16:00:00,103.82
7/7/2017 16:00:00,103.49
7/10/2017 16:00:00,103.04
7/11/2017 16:00:00,103.12
7/12/2017 16:00:00,103.89
7/13/2017 16:00:00,104.13
7/14/2017 16:00:00,104.44
7/17/2017 16:00:00,104.21
7/18/2017 16:00:00,103.72
7/19/2017 16:00:00,104.46
7/20/2017 16:00:00,104.63
7/21/2017 16:00:00,103.25
7/24/2017 16:00:00,103.2
7/25/2017 16:00:00,104.39
7/26/2017 16:00:00,105.12
7/27/2017 16:00:00,106.11
7/28/2017 16:00:00,108.12
7/31/2017 16:00:00,109.19
8/1/2017 16:00:00,110.78
8/2/2017 16:00:00,110.46
8/3/2017 16:00:00,109.43
8/4/2017 16:00:00,110.11
8/7/2017 16:00:00,109.78
8/8/2017 16:00:00,110.35
8/9/2017 16:00:00,110.89
8/10/2017 16:00:00,110.11
8/11/2017 16:00:00,109.23
8/14/2017 16:00:00,108.71
8/15/2017 16:00:00,108.57
8/16/2017 16:00:00,106.84
8/17/2017 16:00:00,105.92
8/18/2017 16:00:00,106.48
8/21/2017 16:00:00,105.78
8/22/2017 16:00:00,106.36
8/23/2017 16:00:00,106.61
8/24/2017 16:00:00,107.44
8/25/2017 16:00:00,108.23
8/28/2017 16:00:00,107.76
8/29/2017 16:00:00,107.86
8/30/2017 16:00:00,107.73
8/31/2017 16:00:00,107.62
9/1/2017 16:00:00,108.76
9/5/2017 16:00:00,109.44
9/6/2017 16:00:00,111.79
9/7/2017 16:00:00,111.8
9/8/2017 16:00:00,110.78
9/11/2017 16:00:00,112.52
9/12/2017 16:00:00,112.49
9/13/2017 16:00:00,114.18
9/14/2017 16:00:00,114.45
9/15/2017 16:00:00,114.63
9/18/2017 16:00:00,115.19
9/19/2017 16:00:00,116.34
9/20/2017 16:00:00,116.37
9/21/2017 16:00:00,116.47
9/22/2017 16:00:00,117.29
9/25/2017 16:00:00,117.99
9/26/2017 16:00:00,117.52
9/27/2017 16:00:00,117.45
9/28/2017 16:00:00,117.62
9/29/2017 16:00:00,117.5
10/2/2017 16:00:00,117.43
10/3/2017 16:00:00,117.82
10/4/2017 16:00:00,117.58
10/5/2017 16:00:00,118.58
10/6/2017 16:00:00,117.03
10/9/2017 16:00:00,117.71
10/10/2017 16:00:00,118.8
10/11/2017 16:00:00,119.33
10/12/2017 16:00:00,119.14
10/13/2017 16:00:00,119.16
10/16/2017 16:00:00,120.13
10/17/2017 16:00:00,120.22
10/18/2017 16:00:00,118.15
10/19/2017 16:00:00,118.2
10/20/2017 16:00:00,118.64
10/23/2017 16:00:00,118.93
10/24/2017 16:00:00,119.23
10/25/2017 16:00:00,118.44
10/26/2017 16:00:00,118.44
10/27/2017 16:00:00,113.54
10/30/2017 16:00:00,114.39
10/31/2017 16:00:00,115.89
11/1/2017 16:00:00,115.9
11/2/2017 16:00:00,115.33
11/3/2017 16:00:00,114.99
11/6/2017 16:00:00,117.04
11/7/2017 16:00:00,117.24
11/8/2017 16:00:00,116.67
11/9/2017 16:00:00,117.24
11/10/2017 16:00:00,117.18
11/13/2017 16:00:00,117.23
11/14/2017 16:00:00,116.92
11/15/2017 16:00:00,116.45
11/16/2017 16:00:00,114.57
11/17/2017 16:00:00,114.71
11/20/2017 16:00:00,114.72
11/21/2017 16:00:00,115.17
11/22/2017 16:00:00,115.91
11/24/2017 13:00:00,116.51
11/27/2017 16:00:00,115.59
11/28/2017 16:00:00,116.45
11/29/2017 16:00:00,117.18
11/30/2017 16:00:00,118.99
12/1/2017 16:00:00,119.51
12/4/2017 16:00:00,120.84
12/5/2017 16:00:00,120.39
12/6/2017 16:00:00,119.61
12/7/2017 16:00:00,119.63
12/8/2017 16:00:00,119.92
12/11/2017 16:00:00,120.42
12/12/2017 16:00:00,119.68
12/13/2017 16:00:00,119.93
12/14/2017 16:00:00,119.53
12/15/2017 16:00:00,119.73
12/18/2017 16:00:00,119.7
12/19/2017 16:00:00,119.84
12/20/2017 16:00:00,120.89
12/21/2017 16:00:00,124.82
12/22/2017 16:00:00,124.98
12/26/2017 16:00:00,125.98
12/27/2017 16:00:00,125.55
12/28/2017 16:00:00,125.58
12/29/2017 16:00:00,125.19
1/2/2018 16:00:00,127.58
1/3/2018 16:00:00,128.51
1/4/2018 16:00:00,128.11
1/5/2018 16:00:00,127.9
1/8/2018 16:00:00,128.53
1/9/2018 16:00:00,127.84
1/10/2018 16:00:00,128.66
1/11/2018 16:00:00,132.57
1/12/2018 16:00:00,133.6
1/16/2018 16:00:00,132.01
1/17/2018 16:00:00,132.36
1/18/2018 16:00:00,131.59
1/19/2018 16:00:00,131.3
1/22/2018 16:00:00,132.56
1/23/2018 16:00:00,131.02
1/24/2018 16:00:00,131.39
1/25/2018 16:00:00,130.65
1/26/2018 16:00:00,131.19
1/29/2018 16:00:00,128.48
1/30/2018 16:00:00,125.23
1/31/2018 16:00:00,125.35
2/1/2018 16:00:00,125.57
2/2/2018 16:00:00,118.58
2/5/2018 16:00:00,112.62
2/6/2018 16:00:00,117.18
2/7/2018 16:00:00,115.29
2/8/2018 16:00:00,112.3
2/9/2018 16:00:00,113.5
2/12/2018 16:00:00,113.98
2/13/2018 16:00:00,113.29
2/14/2018 16:00:00,113.63
2/15/2018 16:00:00,112.53
2/16/2018 16:00:00,112.14
2/20/2018 16:00:00,110.98
2/21/2018 16:00:00,109.06
2/22/2018 16:00:00,109.89
2/23/2018 16:00:00,112.59
2/26/2018 16:00:00,114.6
2/27/2018 16:00:00,113.61
2/28/2018 16:00:00,111.92
3/1/2018 16:00:00,112.04
3/2/2018 16:00:00,111.64
3/5/2018 16:00:00,113.15
3/6/2018 16:00:00,113.65
3/7/2018 16:00:00,113.84
3/8/2018 16:00:00,113.35
3/9/2018 16:00:00,117.22
3/12/2018 16:00:00,116.79
3/13/2018 16:00:00,116.46
3/14/2018 16:00:00,115.13
3/15/2018 16:00:00,115.58
3/16/2018 16:00:00,115.4
3/19/2018 16:00:00,113.89
3/20/2018 16:00:00,114.5
3/21/2018 16:00:00,117.04
3/22/2018 16:00:00,113.7
3/23/2018 16:00:00,112.98
3/26/2018 16:00:00,115.35
3/27/2018 16:00:00,114.66
3/28/2018 16:00:00,112.1
3/29/2018 16:00:00,114.04
4/2/2018 16:00:00,112.24
4/3/2018 16:00:00,114.83
4/4/2018 16:00:00,114.48
4/5/2018 16:00:00,117.29
4/6/2018 16:00:00,114.76
4/9/2018 16:00:00,115.98
4/10/2018 16:00:00,118.85
4/11/2018 16:00:00,119.25
4/12/2018 16:00:00,119.23
4/13/2018 16:00:00,119.92
4/16/2018 16:00:00,120.7
4/17/2018 16:00:00,121.46
4/18/2018 16:00:00,123.82
4/19/2018 16:00:00,123.71
4/20/2018 16:00:00,122.31
4/23/2018 16:00:00,123.58
4/24/2018 16:00:00,122.54
4/25/2018 16:00:00,122.72
4/26/2018 16:00:00,124.22
4/27/2018 16:00:00,126.62
4/30/2018 16:00:00,125.11
5/1/2018 16:00:00,124.86
5/2/2018 16:00:00,125.49
5/3/2018 16:00:00,126.01
5/4/2018 16:00:00,125.53
5/7/2018 16:00:00,124.94
5/8/2018 16:00:00,126.57
5/9/2018 16:00:00,128.72
5/10/2018 16:00:00,128.82
5/11/2018 16:00:00,129.84
5/14/2018 16:00:00,130.39
5/15/2018 16:00:00,129.74
5/16/2018 16:00:00,129.56
5/17/2018 16:00:00,129.46
5/18/2018 16:00:00,127.86
5/21/2018 16:00:00,129.37
5/22/2018 16:00:00,128.23
5/23/2018 16:00:00,128.7
5/24/2018 16:00:00,126.61
5/25/2018 16:00:00,122.19
5/29/2018 16:00:00,121.39
5/30/2018 16:00:00,125.16
5/31/2018 16:00:00,124.3
6/1/2018 16:00:00,123.85
6/4/2018 16:00:00,122.26
6/5/2018 16:00:00,122.73
6/6/2018 16:00:00,123.38
6/7/2018 16:00:00,126.96
6/8/2018 16:00:00,126.44
6/11/2018 16:00:00,127.56
6/12/2018 16:00:00,127.08
6/13/2018 16:00:00,127.07
6/14/2018 16:00:00,126.51
6/15/2018 16:00:00,124.04
6/18/2018 16:00:00,125.97
6/19/2018 16:00:00,125.54
6/20/2018 16:00:00,125.29
6/21/2018 16:00:00,122.59
6/22/2018 16:00:00,125.1
6/25/2018 16:00:00,122.61
6/26/2018 16:00:00,124.16
6/27/2018 16:00:00,126
6/28/2018 16:00:00,125.66
6/29/2018 16:00:00,126.43
7/2/2018 16:00:00,124.25
7/3/2018 13:00:00,124.73
7/5/2018 16:00:00,123.98
7/6/2018 16:00:00,124.14
7/9/2018 16:00:00,125.99
7/10/2018 16:00:00,127.59
7/11/2018 16:00:00,123.52
7/12/2018 16:00:00,124.26
7/13/2018 16:00:00,124.04
7/16/2018 16:00:00,122.98
7/17/2018 16:00:00,121.91
7/18/2018 16:00:00,121.53
7/19/2018 16:00:00,121.67
7/20/2018 16:00:00,122.27
7/23/2018 16:00:00,121.33
7/24/2018 16:00:00,123.85
7/25/2018 16:00:00,124.9
7/26/2018 16:00:00,123.95
7/27/2018 16:00:00,125.97
7/30/2018 16:00:00,127.83
7/31/2018 16:00:00,126.27
8/1/2018 16:00:00,125.39
8/2/2018 16:00:00,123.76
8/3/2018 16:00:00,124.05
8/6/2018 16:00:00,124.3
8/7/2018 16:00:00,125.18
8/8/2018 16:00:00,123.88
8/9/2018 16:00:00,122.53
8/10/2018 16:00:00,123.34
8/13/2018 16:00:00,122.44
8/14/2018 16:00:00,122.58
8/15/2018 16:00:00,117.94
8/16/2018 16:00:00,117.66
8/17/2018 16:00:00,117.8
8/20/2018 16:00:00,117.75
8/21/2018 16:00:00,117.94
8/22/2018 16:00:00,118.92
8/23/2018 16:00:00,118.1
8/24/2018 16:00:00,119.01
8/27/2018 16:00:00,120.35
8/28/2018 16:00:00,119.86
8/29/2018 16:00:00,120.22
8/30/2018 16:00:00,119.81
8/31/2018 16:00:00,118.46
9/4/2018 16:00:00,118.87
9/5/2018 16:00:00,118.92
9/6/2018 16:00:00,115.23
9/7/2018 16:00:00,114.6
9/10/2018 16:00:00,114.48
9/11/2018 16:00:00,115.02
9/12/2018 16:00:00,115.79
9/13/2018 16:00:00,116.3
9/14/2018 16:00:00,117.38
9/17/2018 16:00:00,117.51
9/18/2018 16:00:00,118.13
9/19/2018 16:00:00,119.51
9/20/2018 16:00:00,119.42
9/21/2018 16:00:00,121.13
9/24/2018 16:00:00,122.62
9/25/2018 16:00:00,123.37
9/26/2018 16:00:00,121.95
9/27/2018 16:00:00,122.47
9/28/2018 16:00:00,122.28
10/1/2018 16:00:00,124.39
10/2/2018 16:00:00,124.74
10/3/2018 16:00:00,125.31
10/4/2018 16:00:00,124.95
